PRODUCT_TYPE,PRODUCT_ID,PARENT_ID,SKU,PRODUCT_NAME,PRODUCT_SUMMARY,PRODUCT_DESCRIPTION,ORIGINAL_PRICE,SELLING_PRICE,PRICE_RANGE,BRAND,VARIANT_COLOR,VARIANT_SIZE,VARIANT_FIT,Color,THUMBNAIL_IMAGES,FULL_SIZE_IMAGES,ACTIVE,PUBLISHED,COLLECTIONS,Gender,Details,Fabric,Measurements,Season,variantPosition
REGULAR,BR1030,,BR1030,Dwiedia,Sneaker -Jogger sole,"Bold geometries define the high-top architecture of our Dwiedia sneaker in a fusion of patterns, shapes, and textures. Sport the look and make the crowd go wild.",85,85,50-99.99,Aldo,Yellow||#ffe106|Yellow,,,Yellow,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1030/apparelProductCatalog_BR1030_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1030/apparelProductCatalog_BR1030_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1030/apparelProductCatalog_BR1030_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1030/apparelProductCatalog_BR1030_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1030/apparelProductCatalog_BR1030_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1030/apparelProductCatalog_BR1030_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1030/apparelProductCatalog_BR1030_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1030/apparelProductCatalog_BR1030_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1030/apparelProductCatalog_BR1030_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1030/apparelProductCatalog_BR1030_5.jpg,TRUE,TRUE,,FEMALE,"Sneaker, Almond toe, Jogger sole, Slip on","Upper: Textile, Lining: Synthetic, Sole: Rubber",,Summer,
REGULAR,BR1031,,BR1031,Jille,Sneaker,Agree to filigree in these metallic decorated slip on flats. Pair them with your statement pieces for a bold look.Agree to filigree in these patent decorated slip on flats. Pair them with your statement pieces for a bold look.,65,65,50-99.99,Aldo,Black/White||#000000_#ffffff|Black/White,,,Black/White,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1031/apparelProductCatalog_BR1030_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1031/apparelProductCatalog_BR1030_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1031/apparelProductCatalog_BR1030_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1031/apparelProductCatalog_BR1030_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1031/apparelProductCatalog_BR1031_1.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1031/apparelProductCatalog_BR1030_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1031/apparelProductCatalog_BR1030_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1031/apparelProductCatalog_BR1030_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1031/apparelProductCatalog_BR1030_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1031/apparelProductCatalog_BR1031_1.jpg,TRUE,TRUE,,FEMALE,"Sneaker, Round toe, Slip on","Upper: Synthetic, Lining: Cotton, Sole: Rubber",,Summer,
REGULAR,BR1005,,BR1005,Agriracien,Chelsea boot,"Up your game, style wise, with a slip-on Chelsea boot that can adapt to office life, but also gets along with your best rock and roll tees. The almond toe is a chic detail that gives it a beatle-boot edge.",165,165,150-199.99,Aldo,Black||#000000|Black,,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1005/apparelProductCatalog_BR1005_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1005/apparelProductCatalog_BR1005_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1005/apparelProductCatalog_BR1005_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1005/apparelProductCatalog_BR1005_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1005/apparelProductCatalog_BR1005_55.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1005/apparelProductCatalog_BR1005_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1005/apparelProductCatalog_BR1005_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1005/apparelProductCatalog_BR1005_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1005/apparelProductCatalog_BR1005_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1005/apparelProductCatalog_BR1005_55.jpg,TRUE,TRUE,,MALE,"Chelsea boot, Boots, Round toe, Slip on","Upper: Leather, Sole: Rubber",Heel Height: 0.25'',"Winter, Autumn",
REGULAR,BR1006,,BR1006,Dicembre,Round sunglasses,,20,20,0-49.99,Aldo,Black||#000000|Black,,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1006/apparelProductCatalog_BR1006_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1006/apparelProductCatalog_BR1006_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1006/apparelProductCatalog_BR1006_3.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1006/apparelProductCatalog_BR1006_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1006/apparelProductCatalog_BR1006_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1006/apparelProductCatalog_BR1006_3.jpg,TRUE,TRUE,,MALE,Round sunglasses,,,"Summer, Spring",
REGULAR,BR1007,,BR1007,Ulex,Aviator sunglasses,,20,20,0-49.99,Aldo,Brown||#753e2f|Brown,,,Brown,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1007/apparelProductCatalog_BR1007_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1007/apparelProductCatalog_BR1007_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1007/apparelProductCatalog_BR1007_3.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1007/apparelProductCatalog_BR1007_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1007/apparelProductCatalog_BR1007_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1007/apparelProductCatalog_BR1007_3.jpg,TRUE,TRUE,stylish_men_outfit,MALE,Aviator sunglasses,,,"Summer, Spring",
REGULAR,BR1033,,BR1033,Lexie,Thong sandal - Stiletto heel,"A delicately constructed party heel. Prepare to stand tall in these stiletto thong sandals. Make sure you make it après-pedi. With a delicate ankle strap, this is statement-making sexy sandal in every sense of the word.",100,100,100-149.99,Aldo,White||#ffffff|White,,,White,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1033/apparelProductCatalog_BR1033_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1033/apparelProductCatalog_BR1033_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1033/apparelProductCatalog_BR1033_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1033/apparelProductCatalog_BR1033_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1033/apparelProductCatalog_BR1033_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1033/apparelProductCatalog_BR1033_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1033/apparelProductCatalog_BR1033_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1033/apparelProductCatalog_BR1033_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1033/apparelProductCatalog_BR1033_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1033/apparelProductCatalog_BR1033_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1033/apparelProductCatalog_BR1033_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1033/apparelProductCatalog_BR1033_6.jpg,TRUE,TRUE,,FEMALE,"Thong sandal, Square toe, Stiletto heel, Buckle closure","Upper: Leather, Sole: Rubber",Heel Height: 4'',"Summer, Spring",
REGULAR,BR1034,,BR1034,Limosa,High heel sandal - Stiletto heel,"Do it with simplicity. Slip into square-toe sandals on warmer days, nights or around the office. These may very well become your new go-to party shoes, who knows Wearing square-toe sandals stilettos with a dress brings instant trendy vibes to your look. Keep it neutral or go for a wild print for an extra pinch of cool.",95,95,50-99.99,Aldo,White||#ffffff|White,,,White,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1034/apparelProductCatalog_BR1034_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1034/apparelProductCatalog_BR1034_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1034/apparelProductCatalog_BR1034_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1034/apparelProductCatalog_BR1034_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1034/apparelProductCatalog_BR1034_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1034/apparelProductCatalog_BR1034_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1034/apparelProductCatalog_BR1034_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1034/apparelProductCatalog_BR1034_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1034/apparelProductCatalog_BR1034_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1034/apparelProductCatalog_BR1034_5.jpg,TRUE,TRUE,,FEMALE,"High heel sandal, Square toe, Stiletto heel, Slip on","Upper: Leather, Sole: Rubber",Heel Height: 3.25'',"Summer, Spring",
REGULAR,BR1026,,BR1026,Nusz,Tote bag,"Clean, modern and completely unfussy, this roomy tote is topped with comfortable over-the-shoulder straps.",60,60,50-99.99,Aldo,Black||#000000|Black,,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1026/apparelProductCatalog_BR1026_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1026/apparelProductCatalog_BR1026_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1026/apparelProductCatalog_BR1026_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1026/apparelProductCatalog_BR1026_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1026/apparelProductCatalog_BR1026_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1026/apparelProductCatalog_BR1026_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1026/apparelProductCatalog_BR1026_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1026/apparelProductCatalog_BR1026_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1026/apparelProductCatalog_BR1026_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1026/apparelProductCatalog_BR1026_5.jpg,TRUE,TRUE,elegant_woman,FEMALE,Tote bag,,,,
REGULAR,BR1027,,BR1027,Norman,Crossbody bag,"Secure your electronics in this faux leather laptop bag, complete with buckled flap. Use the shoulder strap on the long hauls, or the matching handle for quick transfers.",65,65,50-99.99,Aldo,Black||#000000|Black,,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1027/apparelProductCatalog_BR1027_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1027/apparelProductCatalog_BR1027_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1027/apparelProductCatalog_BR1027_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1027/apparelProductCatalog_BR1027_4.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1027/apparelProductCatalog_BR1027_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1027/apparelProductCatalog_BR1027_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1027/apparelProductCatalog_BR1027_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1027/apparelProductCatalog_BR1027_4.jpg,TRUE,TRUE,stylish_men_outfit,MALE,"Crossbody bag, Magnetic Snap, Buckle","Main: Synthetic, Lining: Synthetic, Hardware: Light Gold","Handle Drop Length: 4'', Strap Drop Length: 23'', Height: 11'', Width: 15'', Depth: 7''",,
VARIANT,BR1008GRY5,BR1008,BR1008GRY5,Arinya 5,Ankle boot - Stiletto heel,"Sharp as a dart - this smooth leather stiletto bootie is for the one who dares. Step into them and show your command. If you’re up for the challenge, take out this leg-enhancing stiletto ankle boots with you on your next night out or add to your weekday rotation. Either way, these are real attention grabbers.",160,160,150-199.99,Aldo,Grey||#999999|Grey,5,,Grey,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,TRUE,TRUE,,FEMALE,"Ankle boot, Pointy toe, Stiletto Heel, Zipper closure","Upper: Leather, Sole: Rubber",Heel Height: 4'',"Autumn, Winter",0
VARIANT,BR1008GRY6,BR1008,BR1008GRY6,Arinya 6,Ankle boot - Stiletto heel,"Sharp as a dart - this smooth leather stiletto bootie is for the one who dares. Step into them and show your command. If you’re up for the challenge, take out this leg-enhancing stiletto ankle boots with you on your next night out or add to your weekday rotation. Either way, these are real attention grabbers.",160,160,150-199.99,Aldo,Grey||#999999|Grey,6,,Grey,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,TRUE,TRUE,,FEMALE,"Ankle boot, Pointy toe, Stiletto Heel, Zipper closure","Upper: Leather, Sole: Rubber",Heel Height: 4'',"Autumn, Winter",1
VARIANT,BR1008GRY7,BR1008,BR1008GRY7,Arinya 7,Ankle boot - Stiletto heel,"Sharp as a dart - this smooth leather stiletto bootie is for the one who dares. Step into them and show your command. If you’re up for the challenge, take out this leg-enhancing stiletto ankle boots with you on your next night out or add to your weekday rotation. Either way, these are real attention grabbers.",160,160,150-199.99,Aldo,Grey||#999999|Grey,7,,Grey,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,TRUE,TRUE,,FEMALE,"Ankle boot, Pointy toe, Stiletto Heel, Zipper closure","Upper: Leather, Sole: Rubber",Heel Height: 4'',"Autumn, Winter",2
VARIANT,BR1008GRY8,BR1008,BR1008GRY8,Arinya 8,Ankle boot - Stiletto heel,"Sharp as a dart - this smooth leather stiletto bootie is for the one who dares. Step into them and show your command. If you’re up for the challenge, take out this leg-enhancing stiletto ankle boots with you on your next night out or add to your weekday rotation. Either way, these are real attention grabbers.",160,160,150-199.99,Aldo,Grey||#999999|Grey,8,,Grey,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,TRUE,TRUE,,FEMALE,"Ankle boot, Pointy toe, Stiletto Heel, Zipper closure","Upper: Leather, Sole: Rubber",Heel Height: 4'',"Autumn, Winter",3
VARIANT,BR1008GRY9,BR1008,BR1008GRY9,Arinya 9,Ankle boot - Stiletto heel,"Sharp as a dart - this smooth leather stiletto bootie is for the one who dares. Step into them and show your command. If you’re up for the challenge, take out this leg-enhancing stiletto ankle boots with you on your next night out or add to your weekday rotation. Either way, these are real attention grabbers.",160,160,150-199.99,Aldo,Grey||#999999|Grey,9,,Grey,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1008GRY/apparelProductCatalog_BR1008GRY_5.jpg,TRUE,TRUE,,FEMALE,"Ankle boot, Pointy toe, Stiletto Heel, Zipper closure","Upper: Leather, Sole: Rubber",Heel Height: 4'',"Autumn, Winter",4
